,0
3236,Janardan Rai Nagar Rajasthan Vidhyapeeth Universit
3237,Japan Advanced Institute of Science and Technolog
3238,Japan College of Social Wor
3239,Japan Lutheran Colleg
3240,Japan University of Economic
3241,Japan Women's College of Physical Educatio
3242,Japan Women's Universit
3243,Japanese Red Cross Hokkaido College of Nursin
3244,Japanese Red Cross Toyota College of Nursin
3245,Jarvis Christian Colleg
3246,Jawaharlal Institute of Postgraduate Medical Education and Researc
3247,Jawaharlal Nehru Krishi Vishwavidyalay
3248,Jawzjan Universit
3249,Jayee University Colleg
3250,Jayoti Vidyapeeth Women's Universit
3251,Jaypee Institute of Information Technolog
3252,Jaypee University of Engineering and Technolog
3253,Jaypee University of Information Technolog
3254,Jazan Universit
3255,Jazepa Vitola Latvijas muzikas akademij
3256,Jeju International Universit
3257,Jeju National Universit
3258,Jeonju National University of Educatio
3259,Jerash Private Universit
3260,Jiamusi Universit
3261,Jianghan Universit
3262,Jiangnan Universit
3263,Jiangsu Normal Universit
3264,Jiangsu Second Normal Universit
3265,Jiangsu Teachers University of Technolog
3266,Jiangsu Universit
3267,Jiangsu University of Science and Technolog
3268,Jiangsu University of Technolog
3269,Jiangxi Agricultural Universit
3270,Jiangxi Institute of Fashion Technolog
3271,Jiangxi Normal Universit
3272,Jiangxi Science and Technology Normal Universit
3273,Jiangxi University of Finance and Economic
3274,Jiangxi University of Science and Technolog
3275,Jiangxi University of Technolog
3276,Jiangxi University of Traditional Chinese Medicin
3277,Jiaying Universit
3278,Jichi Medical Universit
3279,Jigjiga Universit
3280,Jihoceská univerzita v Ceských Budejovicíc
3281,Jikei University School of Medicin
3282,Jilin Agricultural Science and Technology Colleg
3283,Jilin Agricultural Universit
3284,Jilin Animation Institut
3285,Jilin Business and Technology Colleg
3286,Jilin College of the Art
3287,Jilin Institute of Chemical Technolog
3288,Jilin International Studies Universit
3289,Jilin Jianzhu Universit
3290,Jilin Medical Universit
3291,Jilin Normal Universit
3292,Jilin University of Finance and Economic
3293,Jimei Universit
3294,Jimma Universit
3295,Jin-ai Universit
3296,Jinan Universit
3297,Jingchu University of Technolog
3298,Jingdezhen Ceramic Institut
3299,Jingdezhen Universit
3300,Jining Normal Universit
3301,Jining Universit
3302,Jinling Institute of Technolog
3303,Jinnah Sindh Medical Universit
3304,Jinnah University for Wome
3305,Jinwen University of Science and Technolog
3306,JIS Universit
3307,Jishou Universit
3308,Jissen Women's Universit
3309,Jiujiang Universit
3310,Jizzax Davlat Pedagogika Institut
3311,Jizzax Politexnika Institut
3312,Jobu Universit
3313,Jodhpur National Universit
3314,Joetsu University of Educatio
3315,Johannes Gutenberg-Universität Main
3316,Johannes Kepler Universität Lin
3317,John B. Lacson Foundation Maritime Universit
3318,John Brown Universit
3319,John Carroll Universit
3320,John Garang Memorial University of Science and Technolog
3321,John Paul the Great Catholic Universit
3322,Johns Hopkins Universit
3323,Johnson and Wales Universit
3324,Johnson C. Smith Universit
3325,"Jomo Kenyatta University of Agriculture and Technology, Kigali Campu"
3326,Jönköping Universit
3327,Jordan Academy of Musi
3328,Jordan University of Science and Technolog
3329,Josai Universit
3330,José Rizal Universit
3331,JSS Academy of Higher Education and Researc
3332,JSS Science and Technology Universit
3333,Judson Colleg
3334,Judson Universit
3335,Julius-Maximilians-Universität Würzbur
3336,Jumonji Universit
3337,Jundi-Shapur University of Technolog
3338,Jungwon Universit
3339,Juniata Colleg
3340,Juntendo Universit
3341,Justo Mwale Universit
3342,Justus-Liebig-Universität Giesse
3343,Jyväskylän ammattikorkeakoul
3344,Jyväskylän yliopist
3345,K L Universit
3346,K. Sh. Toktomamatova International Universit
3347,KAAF University Colleg
3348,Kaakkois-Suomen ammattikorkeakoul
3349,Kabale Universit
3350,Kabul Polytechnic Universit
3351,Kadi Sarva Vishwavidyalay
3352,Kadir Has Üniversites
3353,Kaetsu Universit
3354,Kafkas Üniversites
3355,KAG East Universit
3356,Kagawa Nutrition Universit
3357,Kagawa Prefectural College of Health Science
3358,Kagawa Universit
3359,Kagoshima Immaculate Heart Universit
3360,Kagoshima Universit
3361,Kahkashan-e-Sharq Higher Education Institut
3362,Kahramanmaras Sütçü Imam Üniversites
3363,Kajaanin ammattikorkeakoul
3364,Kalasalingam Academy of Research and Educatio
3365,Kalay Universit
3366,Kamakura Women's Universit
3367,Kamchatka State Universit
3368,Kamoliddin Behzod Nomidagi Milliy Rassomlik Va Dizayn Institut
3369,Kampala International Universit
3370,Kampong Cham National School of Agricultur
3371,Kamyanets-Podilsky Ivan Ohienko National Universit
3372,Kanagawa University of Human Service
3373,Kanazawa Seiryo Universit
3374,Kandahar Universit
3375,Kannada Universit
3376,Kannur Universit
3377,Kansai Medical Universit
3378,Kansai Universit
3379,Kansai University of International Studie
3380,Kansai University of Social Welfar
3381,Kansai University of Welfare Science
3382,Kansas City University of Medicine and Bioscience
3383,Kansas State Universit
3384,Kansas Wesleyan Universit
3385,Kanto Gakuen Universit
3386,Kanto Gakuin Universit
3387,Kaohsiung Medical Universit
3388,Karachi School for Business and Leadershi
3389,Karadeniz Teknik Üniversites
3390,Karaganda State Industrial Universit
3391,Karaganda State Universit
3392,Karaganda University of Economic
3393,Karakurum International Universit
3394,Karamanoglu Mehmetbey Üniversites
3395,Karary Universit
3396,Karatina Universit
3397,Kardan Universit
3398,Karel de Grote-Hogeschoo
3399,Karelia-ammattikorkeakoul
3400,Karl-Franzens-Universität Gra
3401,Karlsruher Institut für Technologi
3402,Karlstads universite
3403,Karnataka State Law Universit
3404,Karnataka State Rural Development and Panchayat Raj Universit
3405,Karnataka State Women's Universit
3406,Károli Gáspár Református Egyete
3407,Karolinska Institute
3408,Karpagam Academy of Higher Educatio
3409,Karunya Institute of Technology and Science
3410,Karwan Universit
3411,Kasem Bundit Universit
3412,Kasetsart Universit
3413,Kashi Universit
3414,Kastamonu Üniversites
3415,Kateb Universit
3416,Kathmandu Universit
3417,Katholieke PABO Zwoll
3418,Katholische Hochschule Freibur
3419,Katholische Hochschule für Sozialwesen Berli
3420,Katholische Hochschule Main
3421,Katholische Hochschule Nordrhein-Westfale
3422,Katholische Privat-Universität Lin
3423,Katholische Universität Eichstätt-Ingolstad
3424,Katolicki Uniwersytet Lubelski Jana Pawla I
3425,Kauno Kolegij
3426,Kauno mišku ir aplinkos inžinerijos kolegij
3427,Kauno technikos kolegij
3428,Kauno technologijos universiteta
3429,Kawamura Gakuen Women's Universit
3430,Kawasaki Medical Schoo
3431,Kawasaki University of Medical Welfar
3432,Kawun Institute of Higher Educatio
3433,Kazak Academy of Labour and Social Relation
3434,Kazakh Humanitarian Law Innovative Universit
3435,Kazakh Medical University of Continuing Educatio
3436,Kazakh National Medical Universit
3437,Kazakh National Pedagogical Universit
3438,"Kazakh University of Economics, Finance and International Trad"
3439,Kazakh University of Railway Transpor
3440,Kazakh University of Technology and Busines
3441,Kazakh-American Free Universit
3442,Kazakh-American Universit
3443,Kazakh-Russian International Universit
3444,Kazakhstan Engineering and Pedagogical University of Friendship of People
3445,Kazakhstan Innovative Universit
3446,Kazakhstan School of Public Healt
3447,Kazakhstan-Russian Medical Universit
3448,Kazan State Agricultural Universit
3449,Kazan State Technological Universit
3450,Kazan State University of Culture and Art
3451,Kazimiero Simonaviciaus universiteta
3452,KCA Universit
3453,Keck Graduate Institut
3454,KEDGE Business Schoo
3455,Keele Universit
3456,Keene State Colleg
3457,KEIIN International Institut
3458,Keio Universit
3459,Keisen Universit
3460,Keiser Universit
3461,Keiser University Latin American Campu
3462,Keiwa Colleg
3463,Kemerovo State University of Culture and the Art
3464,Kennesaw State Universit
3465,Kenneth Kaunda Metropolitan Universit
3466,Kent State Universit
3467,Kentucky Christian Universit
3468,Kentucky State Universit
3469,Kentucky Wesleyan Colleg
3470,Kenya Highlands Universit
3471,Kenya Methodist Universit
3472,Kenyatta Universit
3473,Kerala Kalamandala
3474,Kerala University of Fisheries and Ocean Studie
3475,Kerala University of Health Science
3476,Kerala Veterinary and Animal Sciences Universit
3477,Kermanshah University of Medical Science
3478,Kermanshah University of Technolog
3479,KES Colleg
3480,Kessben Colleg
3481,Kettering Colleg
3482,Khaje Nasir Toosi University of Technolog
3483,Khalifa Universit
3484,Khallikote University Berhampu
3485,Khangai Institut
3486,Kharkiv Medical Academy of Postgraduate Educatio
3487,Kharkiv National Agricultural Universit
3488,Kharkiv National Automobile and Highway Universit
3489,Kharkiv National Medical Universit
3490,Kharkiv National Pedagogical Universit
3491,Kharkiv National Technical University of Agricultur
3492,Kharkiv National University of Art
3493,Kharkiv National University of Civil Engineering and Architectur
3494,Kharkiv National University of Internal Affair
3495,Kharkiv National University of Radioelectronic
3496,Kharkiv Regional Institute of Public Administratio
3497,Kharkiv State Academy of Cultur
3498,Kharkiv State Academy of Design and Art
3499,Kharkiv State Academy of Physical Cultur
3500,Kharkiv State University of Food Technology and Trad
3501,Kharkiv State Zooveterinary Academ
3502,Khavaran Institute of Higher Educatio
3503,Kherson National Technical Universit
3504,Kherson State Agrarian Universit
3505,Kherson State Maritime Academ
3506,Kherson State Universit
3507,Khmelnytskyi National Universit
3508,Khmer University of Technology and Managemen
3509,Khon Kaen Universit
3510,Khorog State Universit
3511,Khujand State Universit
3512,Khulna Agricultural Universit
3513,Khurasan Universit
3514,Khurshid Institute of Higher Educatio
3515,Khushal Khan Khattak Universit
3516,Khuzestan Agricultural Sciences and Natural Resources Universit
3517,Khwaja Fareed University of Engineering and Information Technolog
3518,Khwaja Yunus Ali Universit
3519,Kiang Wu Nursing College of Maca
3520,Kibabii Universit
3521,Kibi International Universit
3522,Kibogora Polytechni
3523,Kibris Amerikan Üniversites
3524,Kibris Bati Üniversites
3525,Kibris Ilim Üniversites
3526,Kibris Sosyal Bilimler Üniversites
3527,"Kiev College of Civil Engineering, Architecture and Desig"
3528,Kilis 7 Aralik Üniversites
3529,KIMEP Universit
3530,Kindai Universit
3531,King AbdulAziz Universit
3532,King Fahd University of Petroleum and Mineral
3533,King Faisal Universit
3534,King George's Medical Universit
3535,King Khalid Universit
3536,King Mongkut's Institute of Technology Ladkraban
3537,King Mongkut's University of Technology North Bangko
3538,King Mongkut's University of Technology Thonbur
3539,King Saud Universit
3540,King's Colleg
3541,King's College Londo
3542,Kings Universit
3543,Kings University Colleg
3544,Kingston Universit
3545,Kingswood Universit
3546,Kinjo Gakuin Universit
3547,Kinnaird College for Wome
3548,Kirchliche Hochschule Wuppertal/Bethe
3549,Kirchliche Pädagogische Hochschule Edith Stei
3550,Kirchliche Pädagogische Hochschule Gra
3551,Kirchliche Pädagogische Hochschule Wien/Krem
3552,Kirgizistan-Türkiye Manas Üniversites
3553,Kiriri Women's University of Science and Technolog
3554,Kirklareli Üniversites
3555,Kirovohrad National Technical Universit
3556,Kisii Universit
3557,Kitami Institute of Technolog
3558,Kitasato Universit
3559,Klaipedos Universiteta
3560,KLE Technological Universit
3561,KLE Universit
3562,Knowledge Universit
3563,Knox Colleg
3564,Knutsford University Colleg
3565,Kobe Colleg
3566,Kobe Design Universit
3567,Kobe Gakuin Universit
3568,Kobe International Universit
3569,Kobe Pharmaceutical Universit
3570,Kobe Shinwa Women's Universit
3571,Kobe Shoin Women's Universit
3572,Kobe Tokiwa Universit
3573,Kobe Universit
3574,Kobe Women's Universit
3575,Københavns Erhvervsakadem
3576,Københavns Universite
3577,Koç Üniversites
3578,Kocaeli Üniversites
3579,Kochi Universit
3580,Kochi University of Technolog
3581,Kogakkan Universit
3582,Kogakuin Universit
3583,Kohat University of Science and Technolog
3584,Kokshetau University named after A. Myrzakhmeto
3585,Kokugakuin Universit
3586,Kolegji Universitar i Biznesi
3587,Kolegji Universitar Instituti Kanadez i Teknologjis
3588,Kolegji Universitar Logo
3589,Kolegji Universitar Luaras
3590,Kolegji Universitar Pavarësia Vlor
3591,Kolegji Universitar Real
3592,Kolegji Universitar Wisdo
3593,Kolhan Universit
3594,Kölner Hochschule für Katholische Theologi
3595,Kolpingo kolegij
3596,Komazawa Universit
3597,Konan Universit
3598,Konan Women's Universit
3599,Kongju National Universit
3600,Koninklijke Academie van Beeldende Kunsten
3601,Konstfac
3602,Konya Gida ve Tarim Üniversites
3603,Korea Baptist Theological Universit
3604,Korea Christian Universit
3605,Korea National University of Transportatio
3606,Korea Nazarene Universit
3607,Korea University of Technology and Educatio
3608,"Korea University, Japa"
3609,Korean Institute of Central Asi
3610,Kõrgem Kunstikool Palla
3611,Koriyama Women's Universit
3612,Koshien Universit
3613,Kostanay Engineering-Pedagogical Universit
3614,Kostanay State Universit
3615,Kostroma State Universit
3616,Koyasan Universit
3617,Közép-Európai Egyete
3618,Krantiguru Shyamji Krishna Verma Kachchh Universit
3619,Krasnoyarsk State Pedagogical Universit
3620,Krirk Universit
3621,Krishna Institute of Medical Science
3622,KROK Universit
3623,Kryvyi Rih National Universit
3624,Kryvyi Rih State Pedagogical Universit
3625,KTO Karatay Üniversites
3626,"Kuban State University of Physical Culture, Sport and Touris"
3627,Kühne Logistics Universit
3628,Kulob State Universit
3629,Kumamoto Gakuen Universit
3630,Kumamoto Universit
3631,Kumar Bhaskar Varma Sanskrit and Ancient Studies Universit
3632,Kumaun Universit
3633,Kumi Universit
3634,Kunduz Universit
3635,Kungliga Tekniska högskola
3636,Kunitachi College of Musi
3637,Kunming Medical Universit
3638,Kunming Universit
3639,Kunming University of Science and Technolog
3640,Kunsthochschule für Medien Köl
3641,Kunsthøgskolen i Osl
3642,Kurashiki Sakuyo Universit
3643,Kurashiki University of Science and the Art
3644,Kurdistan Institution for Strategic Studies and Scientific Researc
3645,Kursk State Universit
3646,Kurume Institute of Technolog
3647,Kurume Universit
3648,Kushiro Public University of Economic
3649,Kutafin Moscow State Law Universit
3650,Kütahya Dumlupinar Üniversites
3651,Kuwait International Universit
3652,Kuwait Universit
3653,Kuyper Colleg
3654,Kwame Nkrumah Universit
3655,Kwame Nkrumah University of Science and Technolog
